Are you self-employed?,Is your employer primarily a tech company/organization?,Do you have previous employers?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,How many employees does your company or organization have?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?.1,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,Cluster
0,1.0,1,1,29,1-5,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No,Some did,I was aware of some,None did,None did,I don't know,I don't know,Some of them,"No, at none of my previous employers",I don't know,I don't know,None of them,Maybe,"if it does not influence my work, why should i bring it up",No,i am not obligated to,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,Yes,Maybe,Yes,Sometimes,Sometimes,male,Austria,Unknown,Austria,Unknown,Back-end Developer|Front-end Developer,Never,0
0,1.0,1,1,31,100-500,Yes,Yes,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No,"Yes, they all did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,"Yes, at all of my previous employers",I don't know,None of them,Maybe,Not sure ,Maybe,Stigma. ,"No, it has not","No, they do not",Very open,No,Yes,Yes,Yes,Yes,Rarely,Often,M,United States of America,California,United States of America,California,Dev Evangelist/Advocate,Never,0
0,1.0,1,1,40,26-100,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,Some did,I was aware of some,None did,None did,"Yes, always",Some of them,Some of them,"No, at none of my previous employers",Some of my previous employers,Some did,None of them,No,Unknown,No,Interviewers may not be trained on how to respond to this.,Maybe,Maybe,Somewhat open,No,I don't know,Yes,No,Yes,Sometimes,Sometimes,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer,Always,1
0,1.0,1,1,39,26-100,Yes,I am not sure,No,I don't know,I don't know,Very easy,Maybe,No,Yes,Yes,I don't know,No,Some did,I was aware of some,None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,Maybe,"Not everyone is open-minded and regardless of the law, people attach a stigma to conditions that affect the mind as I think they are concerned about things they cannot see.",Maybe,"I would be concerned about how it may affect their decision making. I suppose I shouldn't be as I wouldn't want a job with anyone who let it affect that, but still, I feel mental health issues carry a stigma that many physical ones do not (though I do feel for those with psoriasis and other physical conditions as I am sure they see real stigma from closed-minded individuals).",Maybe,Maybe,Very open,Maybe/Not sure,I don't know,Maybe,Yes,Yes,Sometimes,Often,Cis Male,United States of America,Texas,United States of America,Texas,Supervisor/Team Lead|Support|Back-end Developer|Front-end Developer,Always,1
0,1.0,1,0,37,26-100,Yes,No,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,Yes,No,Some did,I was aware of some,Some did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,Some of them,No,Unknown,No,the large stigma against people with mental health issues,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",No,No,Maybe,No,Not applicable to me,Not applicable to me,male,United States of America,Michigan,United States of America,Michigan,Supervisor/Team Lead|Back-end Developer|Front-end Developer|Designer,Sometimes,1
0,1.0,1,0,27,26-100,I don't know,I am not sure,No,Yes,I don't know,Very easy,Maybe,No,Yes,Yes,Yes,No,"Yes, they all did",I was aware of some,None did,Some did,I don't know,Some of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers","Yes, they all did",None of them,Maybe,Comfort discussing personal issues with someone who I've presumably only recently met.,Maybe,Comfort discussing personal issues with someone who I've presumably only recently met.,Maybe,Maybe,Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Virginia,United States of America,Virginia,Front-end Developer|Back-end Developer,Always,0
0,1.0,1,0,45,26-100,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No,Some did,"Yes, I was aware of all of them",None did,"Yes, they all did","Yes, always","Yes, all of them","Yes, all of them","No, at none of my previous employers","No, at none of my previous employers",I don't know,"Yes, all of them",No,"Shouldn't come up.  If it does, then it might bias potential employer against me.",No,May bias employer against me.,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,No,No,Not applicable to me,Not applicable to me,m,United States of America,Alabama,United States of America,Alabama,Back-end Developer,Always,1
0,1.0,1,0,47,26-100,Yes,No,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,"Yes, always",None of them,None of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,No,"if wasn't current, feel that it isn't relevant",No,"if not current, then feel it's not relevant.","No, I don't think it would","No, I don't think they would",Neutral,No,No,No,No,No,Not applicable to me,Not applicable to me,female,United States of America,Michigan,United States of America,Michigan,Other,Sometimes,1
0,1.0,1,0,33,100-500,I don't know,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No,I don't know,N/A (not currently aware),Some did,None did,"Yes, always",I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Maybe,"It would depend on how I perceived my chances of getting an offer/second interview during that interview. If I really wanted the position, and thought that a physical health issue might deter the employer, I may choose to not bring it up. If I am asked, outright, though, I would not lie.",Maybe,Same as above. My desire for the job may trump my willingness to disclose a potential issue. ,"No, I don't think it would",Maybe,Somewhat open,Maybe/Not sure,No,No,No,No,Not applicable to me,Not applicable to me,male,United States of America,Oklahoma,United States of America,Oklahoma,Dev Evangelist/Advocate|DevOps/SysAdmin|Back-end Developer,Always,0
0,1.0,1,0,32,26-100,I don't know,No,No,I don't know,Yes,I don't know,Maybe,Maybe,No,No,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,"Yes, all of them","Yes, all of them","No, at none of my previous employers","No, at none of my previous employers",None did,None of them,No,Fear of negative repercussions,No,I would not expect the employer to hire me if I were to bring up such a topic in an interview.,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Washington,United States of America,Washington,Back-end Developer,Always,0
0,1.0,1,0,29,26-100,I don't know,No,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No,I don't know,N/A (not currently aware),Some did,Some did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,As a type 1 diabetic I try to advocate for equal treatment and would not avoid bringing up a physical health issue,Maybe,"It depends on the employer, I think being open about mental health issues with some companies would be good to help find out what their policies are, I wouldn't want to end up at a place with crappy policies for mental health care",Maybe,Maybe,Very open,Maybe/Not sure,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Michigan,United States of America,Michigan,DevOps/SysAdmin|Support|Back-end Developer,Sometimes,0
0,1.0,1,1,36,26-100,Yes,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,I don't know,No,Some did,I was aware of some,None did,Some did,Sometimes,I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,Employer should know about physical health issues that could impact quality of work somehow.,Maybe,"There is a stigma associated with mental health issues, at least with some. It is a difficult thing to be transparent about.","No, I don't think it would",Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,Sometimes,Often,Male,United States of America,Michigan,United States of America,Michigan,Back-end Developer,Sometimes,1
0,1.0,1,0,35,6-25,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,No,No,I don't know,No,I don't know,N/A (not currently aware),I don't know,Some did,I don't know,I don't know,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,No,Unknown,No,Unknown,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,I don't know,No,No,No,Not applicable to me,Not applicable to me,F,United States of America,Oklahoma,United States of America,Oklahoma,Front-end Developer|Back-end Developer,Never,0
0,1.0,1,0,40,26-100,Yes,No,No,I don't know,I don't know,Very easy,Maybe,No,Maybe,Yes,Yes,No,Some did,I was aware of some,None did,Some did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,Seems out of place...certainly wouldn't want interviewer to ask me.,No,Same as physical...unless it was directly related to part of the job,Maybe,Maybe,Somewhat not open,Maybe/Not sure,Yes,Maybe,No,No,Rarely,Sometimes,Male,United States of America,Alaska,United States of America,Alaska,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Always,1
0,1.0,1,1,36,26-100,Yes,I am not sure,No,No,I don't know,Very difficult,Maybe,No,No,No,I don't know,No,Some did,I was aware of some,None did,None did,I don't know,"Yes, all of them",None of them,Some of my previous employers,"No, at none of my previous employers",None did,Some of them,Maybe,If it impacted my ability to be physically at work or if there were accessibility issues at the office.,No,They would not hire me.,"Yes, I think it would",Maybe,Somewhat not open,No,Yes,Yes,Yes,Yes,Often,Often,male,United States of America,Delaware,United States of America,Delaware,Other,Always,1
0,1.0,1,0,38,26-100,Yes,No,I don't know,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No,Some did,I was aware of some,None did,None did,I don't know,"Yes, all of them",Some of them,Some of my previous employers,"No, at none of my previous employers",None did,"Yes, all of them",No,Would likely negatively affect selection status.,No,Would likely negatively affect selection status.,Maybe,"No, I don't think they would",Not open at all,"Yes, I observed",No,No,Maybe,No,Never,Rarely,Male,United States of America,Alaska,United States of America,Alaska,Back-end Developer,Always,1
0,1.0,1,1,23,1-5,I don't know,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No,I don't know,I was aware of some,Some did,Some did,"Yes, always",None of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",Some did,None of them,Yes,It would be important that both I and my employer understand the requirements demanded by physical health issues.,Maybe,I might not bring up a mental health issue if it did not have any affect on my current work.,Maybe,"No, I don't think they would",Very open,No,I don't know,Maybe,Maybe,Yes,Rarely,Sometimes,Male,United States of America,Oklahoma,United States of America,Oklahoma,DevOps/SysAdmin|Support|Back-end Developer,Sometimes,0
0,1.0,1,0,38,100-500,I don't know,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,Yes,No,I don't know,N/A (not currently aware),None did,None did,I don't know,None of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,None of them,Yes,I am privileged to be choosy with employment and would not want to work where bringing up such issues is problematic.,Yes,I am privileged to be choosy with employment and would not want to work where bringing up such issues is problematic.,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Pennsylvania,United States of America,Michigan,Other|Supervisor/Team Lead|DevOps/SysAdmin|Support|Front-end Developer|Back-end Developer,Always,1
0,1.0,1,1,28,More than 1000,No,I am not sure,No,No,I don't know,Very easy,Maybe,Maybe,No,No,No,No,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, all of them","Yes, all of them","No, at none of my previous employers",I don't know,None did,None of them,No,Retaliation,No,Retaliation,"Yes, I think it would","Yes, I think they would",Neutral,No,Yes,Yes,Yes,Yes,Sometimes,Sometimes,male,Brazil,Unknown,Brazil,Unknown,Other,Never,0
0,1.0,1,1,38,6-25,No,Unknown,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No,Some did,I was aware of some,Some did,Some did,"Yes, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Yes,I have a (small) physical disability which sometimes affects my work. I guess it's an effective litmus test of the prospective employer's culture.,Yes,"If a prospective employer is unable to answer questions about their mental health services then you probably don't want to work there. That said, I acknowledge that that's a fairly privileged position to take and many people don't have that choice.","Yes, it has","No, I don't think they would",Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,Often,Often,Male,New Zealand,Unknown,New Zealand,Unknown,Dev Evangelist/Advocate,Sometimes,1
0,1.0,1,1,25,26-100,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,Maybe,No,No,No,No,Some did,I was aware of some,None did,None did,"Yes, always",Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,No,They might think it will negatively affect my job performance and be less likely to hire me or hire me with a good salary.,No,I think it would very much decrease my likelihood of getting hired.,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,I don't know,Maybe,Maybe,No,Not applicable to me,Sometimes,female,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer|Front-end Developer,Never,0
0,1.0,1,1,49,More than 1000,Yes,Yes,No,Yes,I don't know,Very difficult,Yes,No,No,No,No,No,"Yes, they all did","Yes, I was aware of all of them",None did,Some did,I don't know,"Yes, all of them",None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,Maybe,Depends on what the issue was and whether it would affect the kind of work I could do.,No,I wouldn't get the job.,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,Rarely,Often,Male,United States of America,California,United States of America,California,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer,Never,1
0,1.0,1,1,34,More than 1000,I don't know,No,No,I don't know,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,No,No,Some did,I was aware of some,None did,Some did,"Yes, always",Some of them,Some of them,"No, at none of my previous employers",Some of my previous employers,None did,None of them,Maybe,Unknown,No,Unknown,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,No,Yes,No,Yes,Sometimes,Sometimes,m,United States of America,North Carolina,United States of America,North Carolina,Supervisor/Team Lead|Back-end Developer|DevOps/SysAdmin,Never,0
0,1.0,1,0,43,26-100,I don't know,No,No,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,Maybe,Would depend on physical health issue and how it might affect things.,Maybe,Would depend on issue.,Maybe,"No, I don't think they would",Somewhat open,"Yes, I observed",No,No,No,No,Not applicable to me,Not applicable to me,Male,United Kingdom,Unknown,United Kingdom,Unknown,Front-end Developer,Sometimes,1
